question,reference_answer,line_number_start,line_number_end,question_type,filename
How can I see the number of items in each category?,Shows the number of objects of each class.,9,9,frustrated_beginner,metrics/explainer_classification.mdx
confusion matrix,Visualizes the classification errors and their type.,15,15,hurried_developer,metrics/explainer_classification.mdx
"It says I can see quality metrics by class, how do I do that?","Shows the model quality metrics for the individual classes. In the case of multi-class problems, it will also include ROC AUC.",21,21,context_assumer,metrics/explainer_classification.mdx
Can I choose the best probability threshold for each class?,It also helps visually choose the best probability threshold for each class.,29,29,direct_inquirer,metrics/explainer_classification.mdx
What does the probability distribution graph show?,"A similar view as above, it shows the distribution of predicted probabilities.",35,35,direct_inquirer,metrics/explainer_classification.mdx
roc curve,ROC Curve (receiver operating characteristic curve) shows the share of true positives and true negatives at different classification thresholds.,41,41,hurried_developer,metrics/explainer_classification.mdx
precision recall curve explanation,The precision-recall curve shows the trade-off between precision and recall for different classification thresholds.,47,47,frustrated_beginner,metrics/explainer_classification.mdx
What info is in the precision-recall table?,"The table shows possible outcomes for different classification thresholds and prediction coverage. If you have two datasets, the table is generated for both.",53,53,direct_inquirer,metrics/explainer_classification.mdx
How can I see the share of features that are almost always missing or constant?,"The table gives an overview of the dataset, including missing or empty features and other general information. It also shows the share of almost empty and almost constant features. This applies to cases when 95% or more features are missing or constant.",3,3,direct_inquirer,metrics/explainer_data_stats.mdx
"i need to see the different visualizations for each feature, how do i do that?","For each feature, this widget generates a set of visualizations. They vary depending on the feature type. There are 3 components: 
**2.1. Feature overview table**
The table shows relevant statistical summaries for each feature based on its type and a visualization of feature distribution.",9,13,frustrated_beginner,metrics/explainer_data_stats.mdx
feature type visualizations,"For each feature, this widget generates a set of visualizations. They vary depending on the feature type. There are 3 components:
**2.1. Feature overview table**
The table shows relevant statistical summaries for each feature based on its type and a visualization of feature distribution.",9,13,hurried_developer,metrics/explainer_data_stats.mdx
Can I see how a feature behaves over time?,"If you click on ""details"", each feature would include additional visualization to show feature behavior in time.",33,33,direct_inquirer,metrics/explainer_data_stats.mdx
target interaction plots?,Categorical and numerical features include an additional visualization that plots the interaction between a given feature and the target.,49,49,hurried_developer,metrics/explainer_data_stats.mdx
What happened to the correlation heatmaps?,This widget has been removed from Preset in versions above 0.4.31. You can add it to your Report as `DatasetCorrelationsMetric()`.,75,75,frustrated_beginner,metrics/explainer_data_stats.mdx
How does it calculate correlations for different feature types?,"For categorical features, Evidently calculates the [Cramer's v](https://en.wikipedia.org/wiki/Cram%C3%A9r%27s_V) correlation matrix. For numerical features, Evidently calculates the [Pearson](https://en.wikipedia.org/wiki/Pearson_correlation_coefficient), [Spearman](https://en.wikipedia.org/wiki/Spearman%27s_rank_correlation_coefficient) and [Kendall](https://en.wikipedia.org/wiki/Kendall_rank_correlation_coefficient) matrices.",79,79,context_assumer,metrics/explainer_data_stats.mdx
How does Evidently detect drift in numerical columns for small datasets (<= 1000 observations) with more than 5 unique values?,"For small data with <= 1000 observations in the reference dataset, for numerical columns (n_unique > 5), the two-sample Kolmogorov-Smirnov test is used.",47,49,direct_inquirer,metrics/explainer_drift.mdx
"I'm trying to detect drift, but my columns are empty. What happens?","To evaluate data or prediction drift in the dataset, you need to ensure that the columns you test for drift are not empty. If these columns are empty in either reference or current data, Evidently will not calculate distribution drift and will raise an error.",27,28,frustrated_beginner,metrics/explainer_drift.mdx
text data drift roc auc > 0.55?,The default for larger data with > 1000 observations detects drift if the ROC AUC > 0.55. The ROC AUC of the obtained classifier is directly compared against the set ROC AUC threshold. You can set a different threshold as a parameter.,99,100,hurried_developer,metrics/explainer_drift.mdx
How do I deal with empty or infinite values in my data when checking for drift?,"If some columns contain empty or infinite values (+-np.inf), these values will be filtered out when calculating distribution drift in the corresponding column.",29,30,direct_inquirer,metrics/explainer_drift.mdx
What's the default test for categorical data on larger datasets?,For larger data with > 1000 observations: For categorical columns or numerical with n_unique <= 5): Jensen--Shannon divergence.,63,64,context_assumer,metrics/explainer_drift.mdx
Can I change how drift is detected?,"You can modify this drift detection logic. You can select any method available in the library (PSI, K-L divergence, Jensen-Shannon distance, Wasserstein distance, etc.), specify thresholds, or pass a custom test. Read more about [data drift parameters and available methods](/metrics/customize_data_drift).",69,70,direct_inquirer,metrics/explainer_drift.mdx
What's the default confidence level and drift score interpretation for tabular data?,All tests use a 0.95 confidence level by default. Drift score is P-value. (=< 0.05 means drift).,56,57,context_assumer,metrics/explainer_drift.mdx
How does the text drift detection work for small datasets?,The default for small data with <= 1000 observations detects drift if the ROC AUC of the drift detection classifier > possible ROC AUC of the random classifier at a 95th percentile. This approach protects against false positive drift results for small datasets since we explicitly compare the classifier score against the “best random score” we could obtain.,101,102,direct_inquirer,metrics/explainer_drift.mdx
How is recall calculated for ranking systems?,"Recall at K reflects the ability of the recommender or ranking system to retrieve all relevant items within the top K results.

**Implemented method:**
* **Compute recall at K by user**. Compute the recall at K for each individual user (or query), by measuring the share of all relevant items in the dataset that appear in the top K results.
* **Compute overall recall**. Average the results across all users (queries) in the dataset.

$$\text{Recall at } K = \frac{\text{Number of relevant items in } K}{\text{Total number of relevant items}}$$
**Range**: 0 to 1.
**Interpretation**: a higher recall at K indicates that the model can retrieve a higher proportion of relevant items, which is generally desirable.
**Notes**: if the total number of relevant items is greater than K, it's impossible to recall all of them within the top K results (making 100% recall impossible).",9,22,direct_inquirer,metrics/explainer_recsys.mdx
What does a higher F Beta score mean?,Higher F Beta at K values indicate better overall performance.,55,55,direct_inquirer,metrics/explainer_recsys.mdx
"I'm trying to rank items, but I don't know how to evaluate my results. What metrics can I use?","The following metrics can be used for ranking, retrieval and recommender systems.",1,1,frustrated_beginner,metrics/explainer_recsys.mdx
What is the formula for Average Precision at K by user?,"The Average Precision at K is computed for each user (or query) as an average of precision values at each relevant item position within the top K. To do that, we sum up precision at all values of K when the item is relevant (e.g., Precision @1, Precision@2..), and divide it by the total number of relevant items in K.

$$\text{AP@K} = \frac{1}{N} \sum_{k=1}^{K} Precision(k) \times rel(k)$$

Where *N* is the total number of relevant items at K, and *rel(k)* is equal to 1 if the item is relevant, and is 0 otherwise.",66,70,direct_inquirer,metrics/explainer_recsys.mdx
Explain MAP @ K,"MAP (Mean Average Precision) at K assesses the ability of the recommender or retrieval system to suggest relevant items in the top-K results, while placing more relevant items at the top.

Compared to precision at K, MAP at K is rank-aware. It penalizes the system for placing relevant items lower in the list, even if the total number of relevant items at K is the same.",61,63,direct_inquirer,metrics/explainer_recsys.mdx
What's the range for NDCG?,"Range: 0 to 1, where 1 indicates perfect ranking.",130,130,direct_inquirer,metrics/explainer_recsys.mdx
How to compute DCG at K?,"DCG at K measures the quality of the ranking (= total relevance) for a list of top-K items. We add a logarithmic discount to account for diminishing returns from each following item being lower on the list. To get the resulting DCG, you can compute a weighted sum of the relevance scores for all items from the top of the list to K with an applied discount.

$$\text{DCG@K} = \sum_{i=1}^{K} \frac{rel_i}{\log_2(i + 1)}$$

Where *Rel(i)* is the relevance score of the item at rank *i*.",119,123,direct_inquirer,metrics/explainer_recsys.mdx
What is Hit Rate?,Hit Rate at K calculates the share of users or queries for which at least one relevant item is included in the K.,138,138,direct_inquirer,metrics/explainer_recsys.mdx
mean average recall mar,"MAR (Mean Average Recall) at K assesses the ability of a recommendation system to retrieve all relevant items within the top-K results, averaged by all relevant positions.",90,90,hurried_developer,metrics/explainer_recsys.mdx
How do I interpret the F Beta score?,Higher F Beta at K values indicate better overall performance.,55,55,direct_inquirer,metrics/explainer_recsys.mdx
How can I see where my model is making mistakes and get ideas for improvement?,"To support the model performance analysis, Evidently also generates interactive visualizations. They help analyze where the model makes mistakes and come up with improvement ideas.",9,10,direct_inquirer,metrics/explainer_regression.mdx
what metrics does evidently calculate?,"Evidently calculate a few standard model quality metrics: Mean Error (ME), Mean Absolute Error (MAE), Mean Absolute Percentage Error (MAPE).",3,3,hurried_developer,metrics/explainer_regression.mdx
"I'm looking at the model quality metrics, and it mentions standard deviation in brackets. What's that for?","For each quality metric, Evidently also shows one standard deviation of its value (in brackets) to estimate the stability of the performance.",7,7,frustrated_beginner,metrics/explainer_regression.mdx
Can I see a plot of predicted vs actual values?,Predicted versus actual values in a scatter plot.,13,13,direct_inquirer,metrics/explainer_regression.mdx
How are predicted and actual values shown over time?,"Predicted and Actual values over time or by index, if no datetime is provided.",19,19,direct_inquirer,metrics/explainer_regression.mdx
Is there a visualization for the model's error values over time?,"Model error values over time or by index, if no datetime is provided.",25,25,direct_inquirer,metrics/explainer_regression.mdx
what does the absolute percentage error graph show?,"Absolute percentage error values over time or by index, if no datetime is provided.",31,31,hurried_developer,metrics/explainer_regression.mdx
What does the Error Distribution plot show?,Distribution of the model error values.,37,37,direct_inquirer,metrics/explainer_regression.mdx
How can I check if my model's errors are normally distributed?,Quantile-quantile plot ([Q-Q plot](https://en.wikipedia.org/wiki/Q%E2%80%93Q_plot)) to estimate value normality.,43,43,direct_inquirer,metrics/explainer_regression.mdx
"I'm trying to set up some tests for my classification model, but I don't have a reference dataset. How can it create a baseline for the tests?","If there is no reference dataset, Evidently will create a dummy classification model as a baseline and run checks against it.",48,48,frustrated_beginner,metrics/preset_classification.mdx
classification preset python api comparison,"The `ClassificationPreset` allows you to evaluate and visualize the performance on classification tasks, whether binary or multi-class. You can run this Report either for a single dataset or compare it against a reference dataset (such as past performance, or a different model/prompt).",28,28,hurried_developer,metrics/preset_classification.mdx
How do I add more metrics to my report?,"You can add additional metrics, such as column Correlations, Missing Values, or Data Drift. It's often useful to add `ValueDrift(""target"")`to evaluate if there is a statistical distribution shift in the model target (concept drift).",85,86,context_assumer,metrics/preset_classification.mdx
How do I set up a report to compare my current data to a reference dataset?,"To run a Preset on your data, comparing `current` data to `ref` data, you can set up a Report like this:
```python
report = Report([
    DataDriftPreset(),
])

my_eval = report.run(current, ref)
```",7,13,direct_inquirer,metrics/preset_data_drift.mdx
"I'm trying to compare my datasets, but it's saying I need a reference. How do I add existing data?",You must always pass both: the current one will be compared to the reference.,70,71,context_assumer,metrics/preset_data_drift.mdx
How do I check for drift in specific columns only?,"You can apply Drift Detection only to some columns in the Dataset, for example, only to the important features. Use the `columns` parameter.",82,83,direct_inquirer,metrics/preset_data_drift.mdx
python api data drift dataset,The`DataDriftPreset` lets you evaluate shift in data distribution between the two datasets to detect if there are significant changes.,28,29,hurried_developer,metrics/preset_data_drift.mdx
I can't figure out how to make the report tell me if my data is good or bad. How do I add tests?,"To add Tests with explicit pass/fail for each column:
```python
report = Report([
    DataDriftPreset(),
],
include_tests=True)

my_eval = report.run(current, ref)
```",17,24,frustrated_beginner,metrics/preset_data_drift.mdx
"I'm trying to set up tests for my data, but I'm not sure how to get them to check things like min-max ranges. How does that work?","If the reference dataset is provided, conditions like min-max feature ranges are derived directly from it.",42,42,frustrated_beginner,metrics/preset_data_summary.mdx
python api dataset comparison,"Compare any datasets to understand the differences: training and test dataset, subgroups in the same dataset, current production data against training, etc..",56,56,hurried_developer,metrics/preset_data_summary.mdx
How do I get stats for only certain columns?,You can get stats only for some columns in the Dataset. Use the `columns` parameter.,78,79,context_assumer,metrics/preset_data_summary.mdx
How do I get recommendations from my data for a single current dataset?,"To run a Preset on your data for a single current dataset for top-k recommendations, you can use the Report functionality. Initialize a `Report` object with `RecSysPreset(k=5)` and then run it with your current data.",5,12,direct_inquirer,metrics/preset_recsys.mdx
auto gen tests ref dataset,"Tests are auto-generated based on the reference dataset. If the reference dataset is provided, conditions like expected ranking accuracy will be derived from it.",42,42,hurried_developer,metrics/preset_recsys.mdx
"I'm trying to set up tests for my recommender system, but it keeps saying I need a reference dataset. How do I make sure the tests are set up correctly if I don't have one?","Tests are auto-generated based on the reference dataset. If the reference dataset is provided, conditions like expected ranking accuracy will be derived from it.",42,42,frustrated_beginner,metrics/preset_recsys.mdx
How do I run a regression preset on just one dataset without a reference?,"To run a Preset on your data for a single current dataset, you can use the following code:
```python
report = Report([
    RegressionPreset(),
])

my_eval = report.run(current, None)
```",7,13,direct_inquirer,metrics/preset_regression.mdx
"running regression preset, how to add pass/fail tests from ref data?","To add pass/fail regression quality Tests, auto-generated from the `ref` dataset, you can use this code:
```python
report = Report([
    RegressionPreset(),
],
include_tests=True)

my_eval = report.run(current, ref)
```",17,24,hurried_developer,metrics/preset_regression.mdx
"It says I can compare my model against a reference dataset, how do I do that?","You can run this Report either for a single dataset or compare it against a reference dataset (such as past performance, or a different model/prompt). If you enable Tests, this will automatically run checks to assess if the model performance metrics are within bounds. Tests are auto-generated based on the reference dataset. If the reference dataset is provided, conditions like expected prediction accuracy will be derived from it.",28,44,context_assumer,metrics/preset_regression.mdx
How do I run a Report on my data if I already have descriptors computed?,"To run this Report, first compute `descriptors` and add them to your Dataset.",1,1,direct_inquirer,metrics/preset_text_evals.mdx
python report run current none,"To run a Preset on your data for a single `current` dataset:

```python
report = Report(metrics=[
    TextEvals(),
])

my_eval = report.run(current, None)
```",3,11,hurried_developer,metrics/preset_text_evals.mdx
"It says I can compare two datasets, how do I do that?","If you pass two datasets, you'll get a side-by-side comparison.",28,28,context_assumer,metrics/preset_text_evals.mdx
How do I install the Evidently Python library?,You can install the Evidently Python library by running `!pip install evidently`.,28,30,direct_inquirer,quickstart_llm.mdx
"I need to import some components for running evals, what should I include?","You should import `pandas as pd`, `from evidently import Dataset`, `from evidently import DataDefinition`, `from evidently import Report`, `from evidently.presets import TextEvals`, `from evidently.tests import lte, gte, eq`, `from evidently.descriptors import LLMEval, TestSummary, DeclineLLMEval, Sentiment, TextLength, IncludesWords`, and `from evidently.llm.templates import BinaryClassificationPromptTemplate`.",35,43,frustrated_beginner,quickstart_llm.mdx
What are the components to connect with Evidently Cloud?,"To connect with Evidently Cloud, you need to import `from evidently.ui.workspace import CloudWorkspace`.",48,49,direct_inquirer,quickstart_llm.mdx
How do I create the demo dataset?,"You can create the demo dataset using a Python list of lists, defining the data and then converting it into a pandas DataFrame with columns named 'question' and 'answer'.",59,75,context_assumer,quickstart_llm.mdx
How can I prepare my own data?,"You can provide data with any structure. Some common setups include: inputs and outputs from your LLM, inputs, outputs, and reference outputs for comparison, or inputs, context, and outputs for RAG evaluation.",79,83,direct_inquirer,quickstart_llm.mdx
"sentiment, text length, denials","You can evaluate sentiment (from -1 to 1), text length (character count), and denials (refusals to answer) using an LLM-as-a-judge with a built-in prompt.",94,96,hurried_developer,quickstart_llm.mdx
How do I run evals with descriptors?,"To run evals, you pass the dataset and specify the list of descriptors to add. For example, you can add Sentiment, TextLength, and DeclineLLMEval descriptors.",111,120,context_assumer,quickstart_llm.mdx
How to add test conditions?,"You can add test conditions by defining tests for each descriptor. For example, for Sentiment, you can add a test `gte(0, alias=""Is_non_negative"")`. For TextLength, you can add `lte(150, alias=""Has_expected_length"")`. For DeclineLLMEval, you can add `eq(""OK"", column=""Denials"", alias=""Is_not_a_refusal"")`. You can also add a `TestSummary(success_all=True, alias=""All_tests_passed"")` to summarize all tests.",203,210,frustrated_beginner,quickstart_llm.mdx
custom LLM judge template,"You can implement custom criteria using built-in LLM judge templates. For example, to classify user questions as 'appropriate' or 'inappropriate', you can use `BinaryClassificationPromptTemplate`.",238,252,hurried_developer,quickstart_llm.mdx
I can't figure out how to upload my report results to Evidently Cloud. Where do I put this code?,"To upload the Report with summary results, use the following code: ws.add_run(project.id, my_eval, include_data=False)",143,147,frustrated_beginner,quickstart_ml.mdx
python api upload dataset,"To upload the Report with summary results, use the following code: ws.add_run(project.id, my_eval, include_data=False)",143,147,hurried_developer,quickstart_ml.mdx
How do I upload the results?,"To upload the Report with summary results, use the following code: ws.add_run(project.id, my_eval, include_data=False)",143,147,context_assumer,quickstart_ml.mdx
Can I upload the report to Evidently Cloud?,"To upload the Report with summary results, use the following code: ws.add_run(project.id, my_eval, include_data=False)",143,147,direct_inquirer,quickstart_ml.mdx
How do I get a report of data drift?,"Let's generate a Data Drift preset that will check for statistical distribution changes between all columns in the dataset. report = Report([
    DataDriftPreset()
])

my_eval = report.run(eval_data_1, eval_data_2)",110,117,frustrated_beginner,quickstart_ml.mdx
data drift report python,"Let's generate a Data Drift preset that will check for statistical distribution changes between all columns in the dataset. report = Report([
    DataDriftPreset()
])

my_eval = report.run(eval_data_1, eval_data_2)",110,117,hurried_developer,quickstart_ml.mdx
"I'm trying to set up tracing for my LLM app, but I keep getting an error when I run the pip install command. What am I doing wrong?","Install the necessary libraries:

```python
! pip install evidently
! pip install tracely 
! pip install openai
```",22,26,frustrated_beginner,quickstart_tracing.mdx
openai key setup,"Set up the OpenAI key ([Token page](https://platform.openai.com/api-keys)) as an environment variable. [See Open AI docs](https://help.openai.com/en/articles/5112595-best-practices-for-api-key-safety).

```python
os.environ[""OPENAI_API_KEY""] = ""YOUR_KEY""
```",66,70,hurried_developer,quickstart_tracing.mdx
How do I get the project ID to configure tracing?,"Go to the [Home page](https://app.evidently.cloud/), enter the Project and copy its ID from above the dashboard.",89,89,context_assumer,quickstart_tracing.mdx
Can I view the traces in different formats?,"You can switch between Traces, Dataset and Dialog view (select session there).",140,140,direct_inquirer,quickstart_tracing.mdx
How do I load the traced dataset back into Python to run evaluations locally?,"You can run evaluations on this dataset both in the Cloud and locally. For local evaluations, first load the dataset to your Python environment:

```python
traced_data = ws.load_dataset(dataset_id = ""YOUR_DATASET_ID"")

# to create and preview as pandas dataframe
# df = traced_data.as_dataframe()
# df.head()
```",158,166,direct_inquirer,quickstart_tracing.mdx
How do I start making my own adversarial tests?,"In the Evidently UI, you can start a new Project or open an existing one. Then, navigate to 
""Datasets"" in the left menu. Click 
""Generate"" and select the 
""Adversarial testing"" option.",15,19,frustrated_beginner,synthetic-data/adversarial_data.mdx
Can I download the generated adversarial data as a CSV?,"Once generated, you can download it as a CSV file.",63,63,direct_inquirer,synthetic-data/adversarial_data.mdx
"I'm trying to create some test questions for my RAG system, but I don't have any predefined answers. How can I generate these questions using the tool?",Generate test questions for RAG systems without predefined answers.,3,3,frustrated_beginner,synthetic-data/input_data.mdx
How can I generate test data to see how my LLM app handles different inputs?,Evidently Cloud lets you generate synthetic test inputs (and outputs) to evaluate your AI system. You can use it for experiments to create test data to see how your LLM app handles it.,5,7,direct_inquirer,synthetic-data/introduction.mdx
"I'm trying to create a test dataset for my RAG system, but I'm not sure how to get started. The documentation mentions generating it from my knowledge source, but I don't see where to upload my files.","In the Evidently UI, navigate to “Datasets” in the left menu. Click “Generate” and select the “RAG” option. Then, select a file containing the information your AI system retrieves from. Supported formats include Markdown (.md), CSV, TXT, and PDFs. You can also choose how many inputs to generate and whether to include the context used to generate the answer.",13,28,frustrated_beginner,synthetic-data/rag_data.mdx
"I'm trying to test my AI but I don't have any real data, what can I do?",Synthetic data helps here. It’s especially useful when you are starting from scratch and don’t have real data.,16,19,frustrated_beginner,synthetic-data/why_synthetic.mdx
How to test RAG and AI agents with synthetic data?,"Synthetic data can also work for complex AI systems where designing test cases is simply difficult. For example, in RAG evaluation, synthetic data helps create input-output datasets from knowledge bases. In AI agent testing, it enables multi-turn interactions across different scenarios.",33,35,direct_inquirer,synthetic-data/why_synthetic.mdx
